ndc,fmt_drug,mbid,status,start_date,end_date,load_date,effective_date,expiration_date,created_by,updated_by,review_status,notes
6901317675,METFORMIN,DIAB_METFORM_001,PDL,2024-10-22,,2025-09-04,2024-11-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6901317675,METFORMIN,AK_DIAB_001,PDL,2025-02-24,,2025-09-05,2025-01-01,,ak_pharmacist,ak_manager,Approved,AK state policy - pdl per remote access guidelines
6901317675,METFORMIN,MO_DIAB_001,PDL,2025-03-28,,2025-09-18,2025-06-30,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
9753492873,ATORVASTATIN,CARDIO_STATIN_002,PDL,2024-12-18,,2025-09-12,2024-10-08,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8225447860,GABAPENTIN,NEURO_ANTI_001,Review,2024-11-30,,2025-08-26,2025-01-11,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8225447860,GABAPENTIN,AK_PAIN_001,Approved,2025-01-03,,2025-09-12,2025-02-02,,ak_manager,ak_manager,Approved,AK state policy - approved per remote access guidelines
8225447860,GABAPENTIN,NEURO_ANTI_001,PDL,2025-02-12,,2025-09-17,2025-02-06,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
4157208448,GABAPENTIN,NEURO_ANTI_001,Review,2024-12-04,,2025-09-05,2024-10-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4157208448,GABAPENTIN,AK_PAIN_001,Restricted,2025-01-07,2025-09-06,2025-09-04,2025-05-15,2025-09-06,ak_pharmacist,ak_pharmacist,In Review,AK state policy - restricted per remote access guidelines
4157208448,GABAPENTIN,NEURO_ANTI_001,Review,2025-01-19,,2025-09-08,2025-03-02,,mo_pharmacist,mo_pharmacist,Pending,MO Medicaid formulary - review status
6576725730,HYDROCHLOROTHIAZIDE,MASTER_GEN_404,PDL,2025-01-22,,2025-09-01,2024-09-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6576725730,HYDROCHLOROTHIAZIDE,AK_GEN_792,Review,2025-04-22,,2025-09-16,2025-04-30,,ak_manager,ak_pharmacist,In Review,AK state policy - review per remote access guidelines
6576725730,HYDROCHLOROTHIAZIDE,MO_GEN_216,PDL,2025-03-28,,2025-09-18,2025-05-17,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - pdl status
1507584015,ATORVASTATIN,CARDIO_STATIN_002,PDL,2025-02-02,,2025-08-26,2024-11-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1507584015,ATORVASTATIN,AK_CARDIO_003,Review,2025-06-03,,2025-08-30,2025-02-16,,ak_manager,ak_manager,In Review,AK state policy - review per remote access guidelines
1507584015,ATORVASTATIN,MO_CARDIO_003,PDL,2025-03-01,,2025-09-10,2025-01-26,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
8061939755,OMEPRAZOLE,GI_PPI_001,PDL,2024-12-08,,2025-09-06,2024-12-24,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8061939755,OMEPRAZOLE,GI_PPI_001,Approved,2025-02-22,,2025-09-09,2025-03-18,,mo_director,mo_director,Approved,MO Medicaid formulary - approved status
8127868456,FUROSEMIDE,MASTER_GEN_387,Review,2025-01-29,,2025-09-08,2024-11-05,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8127868456,FUROSEMIDE,AK_GEN_513,Review,2025-02-06,,2025-09-13,2025-04-06,,ak_reviewer,ak_reviewer,In Review,AK state policy - review per remote access guidelines
8127868456,FUROSEMIDE,MO_GEN_819,Approved,2025-04-22,,2025-09-07,2025-03-02,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - approved status
4272764301,SIMVASTATIN,CARDIO_STATIN_001,Approved,2024-11-18,,2025-08-26,2024-08-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4272764301,SIMVASTATIN,AK_CARDIO_003,Approved,2025-02-14,,2025-09-01,2024-12-12,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
6113123341,HYDROCHLOROTHIAZIDE,MASTER_GEN_221,Approved,2024-12-05,,2025-09-12,2025-01-13,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6113123341,HYDROCHLOROTHIAZIDE,MO_GEN_834,Approved,2025-02-09,,2025-09-04,2025-04-27,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - approved status
6610523344,AMOXICILLIN,MASTER_GEN_101,Approved,2025-01-20,,2025-08-22,2024-10-08,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6610523344,AMOXICILLIN,AK_GEN_509,PDL,2025-04-13,,2025-09-16,2025-01-10,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
6610523344,AMOXICILLIN,MO_GEN_218,Restricted,2025-03-01,,2025-09-12,2025-06-22,,mo_analyst,mo_pharmacist,Pending,MO Medicaid formulary - restricted status
2265350455,AMOXICILLIN,MASTER_GEN_254,Restricted,2024-10-09,,2025-09-16,2024-08-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2265350455,AMOXICILLIN,AK_GEN_413,Approved,2025-03-02,,2025-09-05,2025-03-18,,ak_manager,ak_manager,Approved,AK state policy - approved per remote access guidelines
2265350455,AMOXICILLIN,MO_GEN_994,PDL,2025-03-30,,2025-09-19,2025-03-06,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
3286586173,LEVOTHYROXINE,ENDO_THYROID_001,Approved,2024-09-03,,2025-09-02,2025-01-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3286586173,LEVOTHYROXINE,AK_ENDO_001,Approved,2025-04-20,,2025-09-15,2025-03-31,,ak_pharmacist,ak_manager,Approved,AK state policy - approved per remote access guidelines
3286586173,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2025-01-23,,2025-09-17,2025-02-09,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
5652441395,GABAPENTIN,NEURO_ANTI_001,Approved,2024-12-24,,2025-09-06,2024-09-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5652441395,GABAPENTIN,AK_PAIN_001,Review,2025-02-27,,2025-08-31,2025-01-07,,ak_reviewer,ak_manager,Pending,AK state policy - review per remote access guidelines
5652441395,GABAPENTIN,NEURO_ANTI_001,Review,2025-05-26,,2025-09-11,2025-03-23,,mo_analyst,mo_pharmacist,Pending,MO Medicaid formulary - review status
9100124845,ALBUTEROL,RESP_BRONCH_001,PDL,2025-02-27,,2025-09-19,2024-11-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9100124845,ALBUTEROL,AK_RESP_001,PDL,2025-04-30,,2025-09-14,2025-02-01,,ak_manager,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
9100124845,ALBUTEROL,RESP_BRONCH_001,Approved,2025-02-10,,2025-09-14,2025-03-02,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
6473879250,ATORVASTATIN,CARDIO_STATIN_002,Approved,2024-08-30,,2025-08-28,2024-08-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6473879250,ATORVASTATIN,AK_CARDIO_003,PDL,2025-05-24,,2025-09-03,2025-04-26,,ak_pharmacist,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
6473879250,ATORVASTATIN,MO_CARDIO_003,PDL,2025-03-19,,2025-09-15,2025-04-21,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
5740328559,OMEPRAZOLE,GI_PPI_001,Restricted,2025-01-10,,2025-08-25,2025-01-07,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5740328559,OMEPRAZOLE,AK_GI_001,Review,2025-01-31,,2025-08-31,2025-02-18,,ak_reviewer,ak_reviewer,Pending,AK state policy - review per remote access guidelines
5740328559,OMEPRAZOLE,GI_PPI_001,PDL,2025-02-04,,2025-09-10,2025-04-10,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
8450668232,FUROSEMIDE,MASTER_GEN_974,PDL,2024-11-03,,2025-08-20,2025-02-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8450668232,FUROSEMIDE,AK_GEN_715,Review,2025-01-31,,2025-09-02,2024-11-30,,ak_reviewer,ak_manager,Pending,AK state policy - review per remote access guidelines
8450668232,FUROSEMIDE,MO_GEN_698,Approved,2025-01-15,,2025-09-06,2025-03-07,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
3594138885,OMEPRAZOLE,GI_PPI_001,Review,2025-02-10,,2025-09-15,2024-11-28,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3594138885,OMEPRAZOLE,AK_GI_001,PDL,2025-06-08,,2025-09-18,2025-02-03,,ak_pharmacist,ak_manager,Approved,AK state policy - pdl per remote access guidelines
1076247469,PREDNISONE,MASTER_GEN_383,Approved,2024-12-30,,2025-09-04,2024-12-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1076247469,PREDNISONE,AK_GEN_181,Approved,2025-06-09,,2025-09-16,2025-01-22,,ak_reviewer,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
1076247469,PREDNISONE,MO_GEN_582,Approved,2025-04-30,,2025-09-17,2025-04-23,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - approved status
1606847229,METFORMIN,DIAB_METFORM_001,Review,2025-01-04,,2025-09-03,2024-12-18,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1606847229,METFORMIN,AK_DIAB_001,Review,2025-05-08,,2025-09-01,2025-01-25,,ak_pharmacist,ak_reviewer,Pending,AK state policy - review per remote access guidelines
1606847229,METFORMIN,MO_DIAB_001,PDL,2025-02-12,,2025-09-18,2025-02-28,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
2566306779,PREDNISONE,MASTER_GEN_536,Approved,2025-01-02,,2025-09-11,2025-02-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2362849751,OMEPRAZOLE,GI_PPI_001,Approved,2024-11-27,,2025-09-09,2024-08-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2362849751,OMEPRAZOLE,AK_GI_001,PDL,2025-02-25,,2025-09-07,2025-04-06,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
2362849751,OMEPRAZOLE,GI_PPI_001,PDL,2025-02-24,,2025-09-08,2025-01-18,,mo_pharmacist,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
8689604499,METFORMIN,DIAB_METFORM_001,Review,2025-02-18,,2025-08-24,2025-01-06,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8689604499,METFORMIN,AK_DIAB_001,PDL,2024-12-18,,2025-09-17,2025-01-29,,ak_manager,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
8689604499,METFORMIN,MO_DIAB_001,PDL,2025-06-05,,2025-09-13,2025-02-24,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
8331326310,FUROSEMIDE,MASTER_GEN_822,Approved,2024-10-25,,2025-09-03,2024-12-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8331326310,FUROSEMIDE,AK_GEN_471,Approved,2025-03-13,,2025-09-06,2025-03-01,,ak_manager,ak_reviewer,Approved,AK state policy - approved per remote access guidelines
8331326310,FUROSEMIDE,MO_GEN_149,Review,2025-04-30,,2025-09-05,2025-06-16,,mo_director,mo_analyst,Pending,MO Medicaid formulary - review status
5223206678,METOPROLOL,CARDIO_BB_001,Approved,2025-02-13,,2025-08-23,2025-02-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5223206678,METOPROLOL,AK_CARDIO_001,Review,2025-01-01,,2025-09-18,2025-05-20,,ak_manager,ak_manager,Pending,AK state policy - review per remote access guidelines
5223206678,METOPROLOL,MO_CARDIO_002,PDL,2025-02-12,,2025-09-19,2025-04-02,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
2866703460,AMOXICILLIN,MASTER_GEN_970,PDL,2024-08-27,,2025-09-12,2024-08-15,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2866703460,AMOXICILLIN,AK_GEN_785,PDL,2025-03-14,,2025-08-31,2025-03-16,,ak_pharmacist,ak_manager,Approved,AK state policy - pdl per remote access guidelines
2866703460,AMOXICILLIN,MO_GEN_593,Approved,2025-03-30,,2025-09-06,2025-03-05,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
6891916541,FUROSEMIDE,MASTER_GEN_155,PDL,2025-02-05,,2025-09-07,2025-01-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6891916541,FUROSEMIDE,AK_GEN_371,PDL,2024-12-18,,2025-09-06,2025-03-30,,ak_reviewer,ak_pharmacist,Approved,AK state policy - pdl per remote access guidelines
5297849867,METOPROLOL,CARDIO_BB_001,PDL,2024-11-29,,2025-09-02,2025-02-24,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5297849867,METOPROLOL,AK_CARDIO_001,Review,2024-11-30,,2025-09-02,2024-11-28,,ak_pharmacist,ak_reviewer,Pending,AK state policy - review per remote access guidelines
5297849867,METOPROLOL,MO_CARDIO_002,Review,2025-06-18,,2025-09-19,2025-03-18,,mo_analyst,mo_pharmacist,Pending,MO Medicaid formulary - review status
4654812668,TRAMADOL,MASTER_GEN_292,PDL,2024-08-31,,2025-09-02,2024-09-28,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4654812668,TRAMADOL,AK_GEN_975,PDL,2025-01-17,,2025-09-07,2025-01-20,,ak_pharmacist,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
9355354271,OMEPRAZOLE,GI_PPI_001,Approved,2024-11-09,,2025-08-24,2024-11-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9355354271,OMEPRAZOLE,AK_GI_001,Restricted,2024-11-29,2025-08-28,2025-09-05,2024-11-23,2025-08-28,ak_pharmacist,ak_pharmacist,In Review,AK state policy - restricted per remote access guidelines
9355354271,OMEPRAZOLE,GI_PPI_001,PDL,2025-05-22,,2025-09-10,2025-06-09,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
5524824739,METOPROLOL,CARDIO_BB_001,PDL,2025-01-17,,2025-09-04,2024-08-22,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1839956360,GABAPENTIN,NEURO_ANTI_001,Review,2024-09-06,,2025-09-03,2024-12-30,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1839956360,GABAPENTIN,AK_PAIN_001,Review,2024-12-30,,2025-09-01,2025-04-06,,ak_manager,ak_manager,Pending,AK state policy - review per remote access guidelines
1839956360,GABAPENTIN,NEURO_ANTI_001,PDL,2025-03-30,,2025-09-07,2025-03-28,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
7334884594,METFORMIN,DIAB_METFORM_001,Review,2025-01-15,,2025-09-18,2025-02-26,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7334884594,METFORMIN,AK_DIAB_001,Approved,2025-02-24,,2025-09-08,2025-04-23,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
2515899609,OMEPRAZOLE,GI_PPI_001,PDL,2024-12-16,,2025-09-12,2024-10-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2515899609,OMEPRAZOLE,AK_GI_001,Restricted,2025-01-23,2025-07-26,2025-09-10,2025-03-03,2025-07-26,ak_pharmacist,ak_manager,In Review,AK state policy - restricted per remote access guidelines
3193369160,LOSARTAN,CARDIO_ARB_001,Approved,2024-09-14,,2025-09-12,2025-01-01,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3193369160,LOSARTAN,AK_CARDIO_001,Restricted,2025-01-20,2025-08-04,2025-09-04,2025-06-04,2025-08-04,ak_manager,ak_manager,Pending,AK state policy - restricted per remote access guidelines
3515356030,AMOXICILLIN,MASTER_GEN_347,PDL,2024-12-04,,2025-09-03,2024-10-03,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3515356030,AMOXICILLIN,AK_GEN_147,Restricted,2024-12-30,2025-09-05,2025-08-30,2025-06-08,2025-09-05,ak_reviewer,ak_pharmacist,Pending,AK state policy - restricted per remote access guidelines
3515356030,AMOXICILLIN,MO_GEN_367,Approved,2025-01-24,,2025-09-18,2025-06-30,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
8343947494,FUROSEMIDE,MASTER_GEN_736,Approved,2025-01-17,,2025-09-10,2025-01-25,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8343947494,FUROSEMIDE,MO_GEN_528,Review,2025-05-07,,2025-09-05,2025-05-15,,mo_pharmacist,mo_director,Pending,MO Medicaid formulary - review status
9563422231,HYDROCHLOROTHIAZIDE,MASTER_GEN_613,Approved,2025-03-01,,2025-09-07,2024-10-08,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9563422231,HYDROCHLOROTHIAZIDE,AK_GEN_634,Review,2025-04-21,,2025-09-11,2025-02-04,,ak_manager,ak_reviewer,Pending,AK state policy - review per remote access guidelines
9563422231,HYDROCHLOROTHIAZIDE,MO_GEN_733,PDL,2025-03-07,,2025-09-04,2025-06-08,,mo_analyst,mo_director,Approved,MO Medicaid formulary - pdl status
7721794949,ATORVASTATIN,CARDIO_STATIN_002,Approved,2024-10-28,,2025-09-10,2024-11-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7721794949,ATORVASTATIN,AK_CARDIO_003,Approved,2025-01-27,,2025-09-09,2025-05-03,,ak_manager,ak_manager,Approved,AK state policy - approved per remote access guidelines
7721794949,ATORVASTATIN,MO_CARDIO_003,Approved,2025-04-16,,2025-09-05,2025-03-04,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
4010494099,PREDNISONE,MASTER_GEN_833,PDL,2024-09-21,,2025-09-01,2025-01-23,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4010494099,PREDNISONE,AK_GEN_159,PDL,2025-04-10,,2025-09-06,2025-05-27,,ak_pharmacist,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
4010494099,PREDNISONE,MO_GEN_783,Review,2025-03-29,,2025-09-04,2025-03-05,,mo_director,mo_analyst,Pending,MO Medicaid formulary - review status
4615361026,LOSARTAN,CARDIO_ARB_001,Review,2024-10-08,,2025-08-23,2024-10-16,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4615361026,LOSARTAN,AK_CARDIO_001,Approved,2025-05-06,,2025-09-04,2024-12-01,,ak_pharmacist,ak_manager,Approved,AK state policy - approved per remote access guidelines
4615361026,LOSARTAN,MO_CARDIO_001,PDL,2025-03-15,,2025-09-19,2025-05-13,,mo_director,mo_director,Approved,MO Medicaid formulary - pdl status
9869859516,SERTRALINE,PSYCH_SSRI_001,Approved,2025-01-31,,2025-09-04,2024-12-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9869859516,SERTRALINE,MO_PSYCH_001,PDL,2025-02-24,,2025-09-15,2025-02-24,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
3859551369,SIMVASTATIN,CARDIO_STATIN_001,PDL,2024-11-02,,2025-09-09,2025-02-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3859551369,SIMVASTATIN,AK_CARDIO_003,Approved,2025-05-24,,2025-09-17,2025-03-21,,ak_pharmacist,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
3859551369,SIMVASTATIN,MO_CARDIO_003,PDL,2025-03-09,,2025-09-12,2025-04-01,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
5192805893,ATORVASTATIN,CARDIO_STATIN_002,Approved,2025-01-03,,2025-08-31,2024-09-04,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5192805893,ATORVASTATIN,AK_CARDIO_003,Restricted,2025-04-26,2025-07-27,2025-09-07,2025-05-25,2025-07-27,ak_manager,ak_reviewer,In Review,AK state policy - restricted per remote access guidelines
5192805893,ATORVASTATIN,MO_CARDIO_003,Approved,2025-02-27,,2025-09-18,2025-05-17,,mo_director,mo_analyst,Approved,MO Medicaid formulary - approved status
9447970950,METOPROLOL,CARDIO_BB_001,Approved,2025-03-03,,2025-09-16,2025-01-21,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9447970950,METOPROLOL,AK_CARDIO_001,PDL,2025-02-05,,2025-09-03,2025-04-04,,ak_pharmacist,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
9447970950,METOPROLOL,MO_CARDIO_002,PDL,2025-04-09,,2025-09-15,2025-06-29,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
2042541697,LEVOTHYROXINE,ENDO_THYROID_001,PDL,2024-12-15,,2025-08-27,2025-02-13,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2042541697,LEVOTHYROXINE,AK_ENDO_001,Restricted,2024-12-01,2025-07-23,2025-09-08,2025-03-25,2025-07-23,ak_pharmacist,ak_reviewer,In Review,AK state policy - restricted per remote access guidelines
2042541697,LEVOTHYROXINE,ENDO_THYROID_001,Approved,2025-05-02,,2025-09-04,2025-02-05,,mo_analyst,mo_director,Approved,MO Medicaid formulary - approved status
6685506297,ALBUTEROL,RESP_BRONCH_001,Approved,2025-01-05,,2025-09-17,2024-12-22,,system_admin,system_admin,Approved,MASTER baseline formulary entry
6685506297,ALBUTEROL,AK_RESP_001,Review,2025-04-26,,2025-09-11,2025-01-27,,ak_manager,ak_pharmacist,Pending,AK state policy - review per remote access guidelines
6685506297,ALBUTEROL,RESP_BRONCH_001,Approved,2025-03-15,,2025-09-13,2025-04-22,,mo_director,mo_director,Approved,MO Medicaid formulary - approved status
3690279021,SERTRALINE,PSYCH_SSRI_001,Review,2025-01-27,,2025-09-14,2024-09-12,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3690279021,SERTRALINE,AK_PSYCH_001,PDL,2025-01-02,,2025-09-03,2025-05-16,,ak_manager,ak_manager,Approved,AK state policy - pdl per remote access guidelines
3690279021,SERTRALINE,MO_PSYCH_001,PDL,2025-04-05,,2025-09-18,2025-06-10,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
5667570407,ALBUTEROL,RESP_BRONCH_001,Approved,2025-01-16,,2025-09-14,2025-01-17,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5667570407,ALBUTEROL,AK_RESP_001,Approved,2025-05-05,,2025-09-06,2025-05-09,,ak_reviewer,ak_manager,Approved,AK state policy - approved per remote access guidelines
5667570407,ALBUTEROL,RESP_BRONCH_001,Approved,2025-05-13,,2025-09-14,2025-06-26,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - approved status
2056168526,HYDROCHLOROTHIAZIDE,MASTER_GEN_478,Approved,2025-01-19,,2025-08-28,2024-08-20,,system_admin,system_admin,Approved,MASTER baseline formulary entry
2056168526,HYDROCHLOROTHIAZIDE,AK_GEN_633,PDL,2024-12-16,,2025-09-07,2024-12-22,,ak_reviewer,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
8373779153,ATORVASTATIN,CARDIO_STATIN_002,Approved,2025-03-03,,2025-09-13,2024-10-04,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8373779153,ATORVASTATIN,AK_CARDIO_003,PDL,2025-01-17,,2025-09-06,2024-12-11,,ak_manager,ak_reviewer,Approved,AK state policy - pdl per remote access guidelines
8373779153,ATORVASTATIN,MO_CARDIO_003,PDL,2025-03-04,,2025-09-12,2025-06-05,,mo_pharmacist,mo_analyst,Approved,MO Medicaid formulary - pdl status
8214827901,AMLODIPINE,CARDIO_CCB_001,Approved,2025-01-14,,2025-08-22,2024-09-09,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8214827901,AMLODIPINE,MO_CARDIO_001,PDL,2025-03-28,,2025-09-07,2025-06-15,,mo_pharmacist,mo_director,Approved,MO Medicaid formulary - pdl status
5039221414,SERTRALINE,PSYCH_SSRI_001,Restricted,2025-02-13,,2025-08-22,2024-10-15,,system_admin,system_admin,Approved,MASTER baseline formulary entry
5039221414,SERTRALINE,AK_PSYCH_001,Review,2025-03-02,,2025-09-11,2024-12-24,,ak_pharmacist,ak_reviewer,In Review,AK state policy - review per remote access guidelines
1757544871,ATORVASTATIN,CARDIO_STATIN_002,Review,2025-01-01,,2025-08-30,2025-01-30,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1757544871,ATORVASTATIN,AK_CARDIO_003,Approved,2025-04-29,,2025-09-19,2024-12-12,,ak_pharmacist,ak_reviewer,Approved,AK state policy - approved per remote access guidelines
1757544871,ATORVASTATIN,MO_CARDIO_003,PDL,2025-06-01,,2025-09-05,2025-03-31,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
7022656673,PREDNISONE,MASTER_GEN_602,Approved,2025-01-23,,2025-08-28,2024-10-28,,system_admin,system_admin,Approved,MASTER baseline formulary entry
7022656673,PREDNISONE,AK_GEN_188,Restricted,2025-03-22,2025-08-12,2025-09-17,2024-12-22,2025-08-12,ak_reviewer,ak_pharmacist,Pending,AK state policy - restricted per remote access guidelines
7022656673,PREDNISONE,MO_GEN_424,PDL,2025-06-17,,2025-09-05,2025-06-20,,mo_analyst,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
4926255051,AMOXICILLIN,MASTER_GEN_833,PDL,2025-02-13,,2025-09-16,2025-02-10,,system_admin,system_admin,Approved,MASTER baseline formulary entry
4926255051,AMOXICILLIN,AK_GEN_210,Approved,2025-01-10,,2025-09-08,2024-11-26,,ak_manager,ak_pharmacist,Approved,AK state policy - approved per remote access guidelines
4926255051,AMOXICILLIN,MO_GEN_713,PDL,2025-04-24,,2025-09-08,2025-02-28,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - pdl status
3742146348,FUROSEMIDE,MASTER_GEN_206,Restricted,2025-01-15,,2025-09-14,2024-12-06,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3742146348,FUROSEMIDE,AK_GEN_847,PDL,2025-01-10,,2025-09-14,2024-11-25,,ak_pharmacist,ak_manager,Approved,AK state policy - pdl per remote access guidelines
8615725850,ALBUTEROL,RESP_BRONCH_001,PDL,2024-11-05,,2025-09-04,2024-12-18,,system_admin,system_admin,Approved,MASTER baseline formulary entry
8615725850,ALBUTEROL,AK_RESP_001,Review,2025-04-19,,2025-09-04,2024-12-08,,ak_reviewer,ak_reviewer,In Review,AK state policy - review per remote access guidelines
8615725850,ALBUTEROL,RESP_BRONCH_001,Approved,2025-05-27,,2025-09-18,2025-02-13,,mo_director,mo_pharmacist,Approved,MO Medicaid formulary - approved status
3877163187,HYDROCHLOROTHIAZIDE,MASTER_GEN_813,Restricted,2024-12-09,,2025-09-08,2024-08-29,,system_admin,system_admin,Approved,MASTER baseline formulary entry
3877163187,HYDROCHLOROTHIAZIDE,AK_GEN_800,Restricted,2025-02-28,2025-09-10,2025-09-12,2025-06-04,2025-09-10,ak_pharmacist,ak_manager,Pending,AK state policy - restricted per remote access guidelines
3877163187,HYDROCHLOROTHIAZIDE,MO_GEN_470,Approved,2025-01-30,,2025-09-19,2025-06-28,,mo_analyst,mo_analyst,Approved,MO Medicaid formulary - approved status
1403409684,METFORMIN,DIAB_METFORM_001,Review,2025-01-20,,2025-09-17,2024-12-27,,system_admin,system_admin,Approved,MASTER baseline formulary entry
1403409684,METFORMIN,MO_DIAB_001,Review,2025-04-10,,2025-09-08,2025-03-14,,mo_director,mo_analyst,Pending,MO Medicaid formulary - review status
9318786650,ATORVASTATIN,CARDIO_STATIN_002,Approved,2024-11-25,,2025-08-28,2024-10-01,,system_admin,system_admin,Approved,MASTER baseline formulary entry
9318786650,ATORVASTATIN,AK_CARDIO_003,Review,2024-12-13,,2025-09-09,2025-01-25,,ak_reviewer,ak_manager,Pending,AK state policy - review per remote access guidelines
